序号,年份,组合,试点,基本苗（万/亩）,最高苗（万/亩）,分蘖率(%),有效穗（万/亩）,成穗率（%）,株高（cm）,穗长（cm）,每穗总粒数,每穗实粒数,结实率(%),千粒重(g),播期（月/日）,栽期（月/日）,秧龄/天,始穗（月/日）,齐穗（月/日）,成熟期（月/日）,全生育期（天）
4741,2014,华两优669,省院,3.4,16.4,380.3,14.5,88.2,130,25.3,254.6,189.5,74.4,24.4,5月4日,6月3日,30,8月2日,8月6日,9月12日,131
4742,2014,华两优669,凤阳,3.5,17.4,397.1,14.3,82.2,118.5,24.2,231.4,167.3,72.3,25.3,5月5日,6月13日,39,8月6日,8月10日,10月10日,158
4743,2014,华两优669,芜湖,7.2,28.2,291.7,17.4,61.7,122.3,25.1,178.3,148.9,83.5,24.5,5月11日,6月10日,30,8月4日,8月8日,9月13日,125
4744,2014,华两优669,六安,3.5,16.5,371.4,11,66.7,135.3,25.6,254.5,203,79.8,25.4,5月3日,6月3日,31,8月2日,8月5日,9月12日,132
4745,2014,华两优669,全椒,6.3,20.7,28.6,14.2,71,139,25.5,228.2,172.3,75.5,25.6,4月29日,6月4日,36,8月6日,8月8日,9月13日,137
4746,2014,深两优239,省院,4.1,23.4,465.2,21.2,90.6,122,26.4,220.4,142.7,64.7,29.5,5月4日,6月3日,30,8月10日,8月14日,9月22日,141
4747,2014,深两优239,凤阳,3.9,21.3,446.2,14.3,67.1,109.7,24.3,197.6,162.7,82.3,29.3,5月5日,6月13日,39,8月19日,8月23日,10月16日,164
4748,2014,深两优239,芜湖,7.1,27.4,285.9,17.6,64.2,119.9,24.2,165.4,135.4,81.9,27.6,5月11日,6月10日,30,8月12日,8月16日,9月21日,133
4749,2014,深两优239,六安,3.5,17.9,411.4,12.2,68.2,128.5,26.7,228.3,168.6,73.9,28.6,5月3日,6月6日,33,8月6日,8月12日,9月18日,138
4750,2014,深两优239,全椒,5.4,28.7,431.5,16.8,58.5,118.4,25.1,187.3,144.6,77.2,29.4,4月29日,6月5日,37,8月10日,8月13日,9月15日,139
4751,2014,广两优7208,省院,4.3,16.7,285.4,13,78.2,137,27.3,219.2,170.9,78,30,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4752,2014,广两优7208,凤阳,3.7,19.6,429.7,12.1,61.7,124.9,25.6,251,171.7,68.4,30.7,5月5日,6月13日,39,8月24日,8月27日,10月16日,164
4753,2014,广两优7208,芜湖,6.9,27.2,294.2,16,58.8,126.3,27,174.5,139.1,79.7,28.5,5月11日,6月10日,30,8月20日,8月23日,9月27日,139
4754,2014,广两优7208,六安,3.2,18.6,481.3,13.5,72.6,132.3,28.5,172.4,144.3,83.7,30.4,5月3日,6月6日,33,8月13日,8月19日,9月25日,145
4755,2014,广两优7208,全椒,5,25.1,402,12.4,49.4,137.8,26.5,198.1,161.3,81.4,29.5,4月29日,6月5日,37,8月16日,8月19日,9月23日,147
4756,2014,两优21,省院,6.8,22.1,222.4,16.6,75.2,132,25.8,258.8,183.2,70.8,24.3,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4757,2014,两优21,凤阳,4.3,22.3,518.6,13.7,61.4,129.8,22.5,218.3,166.7,76.4,26.6,5月5日,6月13日,39,8月24日,8月27日,10月11日,159
4758,2014,两优21,芜湖,6.5,26.5,307.7,16.4,61.9,132.1,23.5,179.7,152.4,84.8,25.1,5月11日,6月10日,30,8月15日,8月18日,9月22日,134
4759,2014,两优21,六安,4,17.4,335,12.1,69.5,135.7,25.5,260.1,213,81.9,23.9,5月3日,6月6日,33,8月13日,8月19日,9月24日,144
4760,2014,两优21,全椒,5.8,26.7,360.3,15,56.2,127.4,24.3,193.7,151.8,78.4,25.3,4月29日,6月5日,37,8月15日,8月18日,9月24日,148
4761,2014,Ⅱ优838（CK）,省院,3.8,19.8,423.8,17,85.9,130,27.8,204.7,152.6,74.5,29.6,5月4日,6月3日,30,8月9日,8月13日,9月20日,139
4762,2014,Ⅱ优838（CK）,凤阳,3.6,20,455.6,12.6,63,118.2,27.2,188.3,176,93.5,30.8,5月5日,6月13日,39,8月18日,8月21日,10月9日,157
4763,2014,Ⅱ优838（CK）,芜湖,7,27.1,287.1,16.7,61.6,128.5,26.8,168.1,136.7,81.3,30.2,5月11日,6月10日,30,8月12日,8月15日,9月23日,135
4764,2014,Ⅱ优838（CK）,六安,3.1,18,480.6,13,72.2,130.6,27.5,175,155.3,88.7,28.5,5月3日,6月6日,33,8月8日,8月12日,9月20日,140
4765,2014,Ⅱ优838（CK）,全椒,3.4,22.5,561.8,15.3,68,130,25.4,170,131.4,77.3,31.2,4月29日,6月5日,37,8月12日,8月14日,9月17日,141
4766,2014,宁两优619,省院,3.2,14.9,358.3,14.5,97.6,132,25.4,258,214.4,83.1,28.1,5月4日,6月3日,30,8月8日,8月12日,9月20日,139
4767,2014,宁两优619,凤阳,3.5,14.7,320,10.9,74.1,119.3,26.8,248,180.6,72.8,27.7,5月5日,6月13日,39,8月16日,8月19日,10月13日,161
4768,2014,宁两优619,芜湖,5.8,24.3,319,14.5,59.7,120.1,22.6,185,153,82.7,28.1,5月11日,6月10日,30,8月9日,8月12日,9月16日,128
4769,2014,宁两优619,六安,3.5,16.7,377.1,11,65.9,134.1,27.2,222.7,187.1,84,27.4,5月3日,6月6日,33,8月5日,8月10日,9月16日,136
4770,2014,宁两优619,全椒,6.7,28.4,323.9,13.6,47.9,139,25.4,231.2,172.5,74.6,29.3,4月29日,6月5日,37,8月10日,8月12日,9月14日,138
4771,2014,两优1008,省院,4.5,24.8,450,16.8,67.9,125,27.9,234.2,202.2,86.3,24.3,5月4日,6月3日,30,8月8日,8月12日,9月17日,136
4772,2014,两优1008,凤阳,4.5,23,411.1,14.9,64.8,115.4,24.3,250.1,192,76.8,25.4,5月5日,6月13日,39,8月15日,8月18日,10月16日,164
4773,2014,两优1008,芜湖,6.3,26,312.7,17.2,66.2,123.8,25.9,203.4,172.8,85,24.2,5月11日,6月10日,30,8月10日,8月14日,9月19日,131
4774,2014,两优1008,六安,3.8,19.3,407.9,13.8,71.5,128.8,27.3,208.9,177.2,84.8,24.8,5月3日,6月6日,33,8月4日,8月10日,9月16日,136
4775,2014,两优1008,全椒,5.8,30.4,424.1,16.2,53.3,114.4,26.9,204,154.9,75.9,23.2,4月29日,6月5日,37,8月6日,8月9日,9月10日,134
4776,2014,Y两优249,省院,4.5,23,410,20.4,88.8,123,29.2,218,150.8,69.2,24.7,5月4日,6月3日,30,8月15日,8月19日,9月27日,146
4777,2014,Y两优249,凤阳,3.3,20.7,527.3,13.1,63.3,118.3,27.2,248.4,181.7,73.1,26.1,5月5日,6月13日,39,8月23日,8月26日,10月15日,163
4778,2014,Y两优249,芜湖,8.2,30.6,273.2,18.3,59.8,132,28.2,196.6,157.5,80.1,23.7,5月11日,6月10日,30,8月19日,8月22日,9月30日,142
4779,2014,Y两优249,六安,3,18.3,510,12.1,66.1,127.4,29.8,217.6,196,90.1,25.3,5月3日,6月6日,33,8月17日,8月22日,9月28日,148
4780,2014,Y两优249,全椒,6.9,37.4,442,16.5,44.1,132.4,28.3,212,153.6,72.5,24.5,4月29日,6月5日,37,8月16日,8月19日,9月24日,148
4781,2014,两优1868,省院,3.8,19.8,423.8,14.1,71.1,125,26,246.8,185.9,75.3,26.3,5月4日,6月3日,30,8月8日,8月12日,9月20日,139
4782,2014,两优1868,凤阳,3,19.7,556.7,12,60.9,118.4,22.4,259,203,78.4,26.9,5月5日,6月13日,39,8月14日,8月18日,10月9日,157
4783,2014,两优1868,芜湖,6.2,24.8,300,15,60.5,120.4,22.5,191.5,151.7,79.2,26.3,5月11日,6月10日,30,8月10日,8月14日,9月18日,130
4784,2014,两优1868,六安,3,17.3,476.7,12.3,71.1,126.3,25.5,259.9,212.4,81.7,22.1,5月3日,6月6日,33,8月8日,8月12日,9月18日,138
4785,2014,两优1868,全椒,5.8,27.1,367.2,14.8,54.6,125.4,25.3,198.6,130.9,65.9,25.6,4月29日,6月5日,37,8月7日,8月10日,9月11日,135
4786,2014,两优9816,省院,4.1,17.3,318.5,12.2,70.3,130,26.4,290.2,250.8,86.4,26.1,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4787,2014,两优9816,凤阳,3.8,19.1,402.6,12.9,67.5,114.5,24.6,346.3,208.8,60.3,25.1,5月5日,6月13日,39,8月24日,8月27日,10月17日,165
4788,2014,两优9816,芜湖,6.4,25.9,304.7,15.8,61,118.4,24.5,211,182.3,86.4,25.4,5月11日,6月10日,30,8月17日,8月21日,9月26日,138
4789,2014,两优9816,六安,2.5,15.2,508,10,65.8,128.5,29,289,218.2,75.5,26.1,5月3日,6月6日,33,8月17日,8月22日,9月28日,148
4790,2014,两优9816,全椒,3.4,22.6,564.7,14,61.9,121,24.1,217.4,158.9,73.1,26,4月29日,6月5日,37,8月19日,8月23日,9月25日,149
4791,2014,荃两优丝苗,省院,6.3,24.1,282.1,17.4,72.4,126,23.8,240.4,220.7,91.8,24.1,5月4日,6月3日,30,8月9日,8月13日,9月21日,140
4792,2014,荃两优丝苗,凤阳,3.6,23.7,558.3,15.8,66.7,115.7,19.6,208,178,85.6,24.6,5月5日,6月13日,39,8月23日,8月26日,10月17日,165
4793,2014,荃两优丝苗,芜湖,7.3,28,283.6,19.1,68.2,116.5,22.5,183.6,153.7,83.7,24,5月11日,6月10日,30,8月12日,8月16日,9月23日,135
4794,2014,荃两优丝苗,六安,3,18.1,503.3,12.6,69.6,123.9,24,238.2,190.6,80,25.3,5月3日,6月6日,33,8月8日,8月15日,9月21日,141
4795,2014,荃两优丝苗,全椒,4.8,30.1,527.1,17.8,59.1,112.4,21.9,195.4,152.2,77.9,25.1,4月29日,6月5日,37,8月10日,8月13日,9月15日,139
4796,2014,荃丝5号,省院,3.6,14.4,300,13.7,94.8,120,26.6,282.1,234.9,83.3,21.9,5月4日,6月3日,30,8月2日,8月6日,9月7日,126
4797,2014,荃丝5号,凤阳,3.3,18.8,469.7,12.9,68.6,106.9,23.4,282.7,193.3,68.4,24,5月5日,6月13日,39,8月7日,8月11日,10月9日,157
4798,2014,荃丝5号,芜湖,7.4,27.4,270.3,16.9,61.7,113.1,24.3,198.1,159.3,80.4,22.8,5月11日,6月10日,30,8月7日,8月10日,9月15日,127
4799,2014,荃丝5号,六安,3,15.6,420,10.5,67.3,112.8,26.3,247.4,223.6,90.4,23.6,5月3日,6月6日,33,8月3日,8月8日,9月16日,136
4800,2014,荃丝5号,全椒,5.8,29.4,406.9,14.6,49.7,120.8,24,232,169.8,73.2,22.3,4月29日,6月5日,37,8月5日,8月7日,9月9日,133
4801,2014,B两优2号,省院,4,21.2,434.1,15.5,73.5,118,25.9,255.3,174.4,68.3,26,5月4日,6月3日,30,8月9日,8月13日,9月21日,140
4802,2014,B两优2号,凤阳,3.3,21.3,545.5,13.5,63.4,115.2,25.3,239.7,200.3,83.6,28.2,5月5日,6月13日,39,8月18日,8月21日,10月13日,161
4803,2014,B两优2号,芜湖,8,29.2,265,17.4,59.6,123.6,24.3,202.8,163.9,80.8,25.9,5月11日,6月10日,30,8月12日,8月17日,9月20日,132
4804,2014,B两优2号,六安,3.5,17.6,402.9,12.3,69.9,118.8,25.9,211.7,176.7,83.5,27.7,5月3日,6月6日,33,8月6日,8月12日,9月18日,138
4805,2014,B两优2号,全椒,3.8,26.4,594.7,16,60.6,120,25.2,202.7,157.9,77.9,27,4月29日,6月5日,37,8月10日,8月14日,9月16日,140
4806,2014,两优6910,省院,3.1,20.9,583.8,13,62.2,115,27.9,210,179.6,85.5,30.7,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4807,2014,两优6910,凤阳,3,18.8,526.7,13.5,71.8,119.8,22.3,186.3,143,76.8,29.2,5月5日,6月13日,39,8月28日,9月3日,10月17日,165
4808,2014,两优6910,芜湖,5.9,25.5,332.2,16.3,63.9,117,26.9,173.2,148.6,85.8,29.3,5月11日,6月10日,30,8月19日,8月23日,9月27日,139
4809,2014,两优6910,六安,3,16.8,460,11.6,69,121.7,27.6,229,181.1,79.1,29.2,5月3日,6月6日,33,8月15日,8月21日,9月27日,147
4810,2014,两优6910,全椒,4.7,21.7,361.7,12.6,58.1,127.8,27.7,206.9,158.1,76.4,30.4,4月29日,6月5日,37,8月20日,8月24日,9月26日,150
4811,2014,长金两优1号,省院,4.9,21.6,344.4,17.2,79.7,115,28.5,213.1,167.8,78.7,24.5,5月4日,6月3日,30,8月12日,8月16日,9月24日,143
4812,2014,长金两优1号,凤阳,4.8,22.5,368.8,15.3,68,115.6,26.8,224.3,173.7,77.4,24.8,5月5日,6月13日,39,8月24日,8月27日,10月17日,165
4813,2014,长金两优1号,芜湖,6.6,26.2,297,15.8,60.3,114.4,28.4,201.3,168.5,83.7,23.4,5月11日,6月10日,30,8月18日,8月21日,9月25日,137
4814,2014,长金两优1号,六安,3.5,19.2,448.6,13.6,70.8,119.9,29.3,236.3,180.6,76.4,23.6,5月3日,6月6日,33,8月15日,8月21日,9月27日,147
4815,2014,长金两优1号,全椒,4.8,27.7,477.1,15.3,55.2,123.4,26.5,191.1,132,69.1,24.1,4月29日,6月5日,37,8月16日,8月19日,9月24日,148
4816,2014,两优668,省院,5.6,19.1,242.7,14.7,76.9,120,25.7,169.3,133.4,78.8,30.8,5月4日,6月3日,30,8月6日,8月10日,9月14日,133
4817,2014,两优668,凤阳,3.8,18.7,392.1,14.5,77.5,118.2,24.6,179.3,159.5,89,30.7,5月5日,6月13日,39,8月16日,8月19日,10月11日,159
4818,2014,两优668,芜湖,6.3,24.8,293.7,15.2,61.3,119.2,25.2,191.9,165.8,86.4,29.2,5月11日,6月10日,30,8月9日,8月12日,9月16日,128
4819,2014,两优668,六安,3.3,17.7,436.4,11.6,65.5,120.5,28.7,207,184.6,88.3,28.4,5月3日,6月5日,33,8月1日,8月5日,9月12日,132
4820,2014,两优668,全椒,4.8,30.1,527.1,15.3,50.8,123.4,25.5,172.6,131.6,76.2,29.6,4月29日,6月5日,37,8月6日,8月9日,9月11日,135
4821,2014,新香优38,省院,3.2,26.3,712.5,14.5,55,132,25,190.8,135.7,71.1,30.4,5月4日,6月3日,30,8月16日,8月20日,9月27日,146
4822,2014,新香优38,凤阳,2.9,19.7,579.3,12.6,64,116.5,24.6,194.9,173.2,88.9,31.8,5月5日,6月13日,39,8月19日,8月23日,10月11日,159
4823,2014,新香优38,芜湖,6.5,25.4,290.8,16.5,65,124.5,24.7,163.4,131.7,80.6,28.5,5月11日,6月10日,30,8月11日,8月14日,9月19日,131
4824,2014,新香优38,六安,3.2,17.6,450,11.5,65.3,132.8,26.2,221.1,180.5,81.6,28.6,5月3日,6月5日,33,8月9日,8月14日,9月19日,139
4825,2014,新香优38,全椒,4.2,22,423.8,12.9,58.6,123,24.1,160.4,114.6,71.4,27.5,4月29日,6月5日,37,8月10日,8月13日,9月11日,135
4826,2014,创两优518,省院,5.2,31.5,503.4,22.9,72.7,120,22.8,215.8,163.4,75.7,23,5月4日,6月3日,30,8月7日,8月11日,9月20日,139
4827,2014,创两优518,凤阳,4.3,24.6,472.1,16.5,67.1,107.8,21.4,186,175.6,94.4,25.8,5月5日,6月13日,39,8月14日,8月18日,10月15日,163
4828,2014,创两优518,芜湖,5.8,24.3,319,17.4,71.6,107.2,21.7,201.9,168,83.2,22.5,5月11日,6月10日,30,8月10日,8月14日,9月19日,131
4829,2014,创两优518,六安,4.5,21.2,371.1,16.2,76.4,110.9,21.7,212.8,156.1,73.4,22.3,5月3日,6月5日,33,8月5日,8月11日,9月19日,139
4830,2014,创两优518,全椒,6.8,35.7,425,18.6,52.1,117,20.9,191.4,144.9,75.7,22,4月29日,6月5日,37,8月10日,8月12日,9月15日,139
4831,2014,18A/Q恢28,省院,2.7,23,750,15.3,66.8,130,23.4,260.5,230.7,88.6,24.7,5月4日,6月3日,30,8月18日,8月22日,9月28日,147
4832,2014,18A/Q恢28,凤阳,3.5,18,414.3,13.9,77.2,115.6,24.4,269,209,77.7,24.6,5月5日,6月13日,39,8月21日,8月25日,10月15日,163
4833,2014,18A/Q恢28,芜湖,7,26.9,284.3,16.3,60.6,126.5,27.3,207.5,171.2,82.5,22.7,5月11日,6月10日,30,8月16日,8月19日,9月29日,141
4834,2014,18A/Q恢28,六安,3.4,18.3,438.2,12.6,68.9,133.4,27.8,252,204.4,81.1,22.8,5月3日,6月5日,33,8月13日,8月18日,9月24日,144
4835,2014,18A/Q恢28,全椒,4.2,23.7,464.3,15.5,65.4,131.4,24.7,214.9,182.4,84.9,22.6,4月29日,6月5日,37,8月18日,8月20日,9月20日,144
4836,2014,两优1160,省院,2.2,20.5,847.9,13.4,65.6,138,25.7,256.8,200,77.9,28.9,5月4日,6月3日,30,8月22日,8月26日,10月3日,152
4837,2014,两优1160,凤阳,3.3,16.8,409.1,13.7,81.5,129.3,23.6,196.2,168.3,85.8,28.5,5月5日,6月13日,39,8月26日,9月1日,10月14日,162
4838,2014,两优1160,芜湖,7.2,28,288.9,16.7,59.6,126.3,25.3,173.4,145.3,83.8,27.4,5月11日,6月10日,30,8月18日,8月22日,9月24日,136
4839,2014,两优1160,六安,3.1,15.3,393.5,10.1,66,135.3,28.1,257.7,208,80.7,27.7,5月3日,6月5日,33,8月15日,8月21日,9月26日,146
4840,2014,两优1160,全椒,5.3,31.1,486.8,15.7,50.5,126.8,24.6,187.7,125,66.6,26.5,4月29日,6月5日,37,8月17日,8月20日,9月25日,149
4841,2014,桂源优582,省院,5.4,27.5,408.3,17.2,62.7,120,24.8,227.7,161.9,71.1,25.3,5月4日,6月3日,30,8月8日,8月12日,9月20日,139
4842,2014,桂源优582,凤阳,4.4,23.7,438.6,16,67.5,105.3,23.8,202.2,165.6,81.9,26,5月5日,6月13日,39,8月10日,8月14日,10月12日,160
4843,2014,桂源优582,芜湖,6.7,26.7,298.5,15.6,58.4,116.8,23.7,196.2,156.4,79.7,25.2,5月11日,6月10日,30,8月10日,8月14日,9月17日,129
4844,2014,桂源优582,六安,3.3,18.1,448.5,12.5,69.1,115.4,26.9,234.3,168.2,71.8,27.3,5月3日,6月5日,33,8月6日,8月10日,9月18日,138
4845,2014,桂源优582,全椒,3.8,24.4,542.1,15.8,64.8,115,23.9,215.8,130.4,60.4,25.8,4月29日,6月5日,37,8月10日,8月12日,9月15日,139
4846,2014,五优458,省院,2.9,26.8,829.7,16.8,62.7,125,24.1,190.1,140.1,73.7,26.6,5月4日,6月3日,30,8月11日,8月15日,9月24日,143
4847,2014,五优458,凤阳,3.2,19.8,518.8,13.6,68.7,113.1,24,209.5,180.8,86.3,29.7,5月5日,6月13日,39,8月10日,8月15日,10月12日,160
4848,2014,五优458,芜湖,7.3,27.4,275.3,16.1,58.8,118.3,22.6,161.5,135.7,84,28.9,5月11日,6月10日,30,8月9日,8月12日,9月17日,129
4849,2014,五优458,六安,3.4,16.5,385.3,11.1,67.3,122.2,25.3,231.3,209,90.4,26.6,5月3日,6月5日,33,8月6日,8月11日,9月18日,138
4850,2014,五优458,全椒,4,24,500,13.4,55.8,122,23.5,212.1,148.1,69.8,29.7,4月29日,6月5日,37,8月9日,8月11日,9月15日,139
4851,2014,Ⅱ优838（CK）,省院,4.3,24.3,462.5,16.8,69.1,130,26.9,180.6,134.3,74.3,30.3,5月4日,6月3日,30,8月10日,8月14日,9月22日,141
4852,2014,Ⅱ优838（CK）,凤阳,4.7,22.5,378.7,14.5,64.4,118.3,25.9,178.7,147,82.3,30.3,5月5日,6月13日,39,8月17日,8月21日,10月9日,157
4853,2014,Ⅱ优838（CK）,芜湖,7.1,27.2,283.1,16.8,61.8,129.6,25.4,172.3,140.1,81.3,30.6,5月11日,6月10日,30,8月12日,8月15日,9月23日,135
4854,2014,Ⅱ优838（CK）,六安,3,18.2,506.7,13.4,73.6,133.2,26.6,171,150.5,88,28.5,5月3日,6月5日,33,8月8日,8月12日,9月20日,140
4855,2014,Ⅱ优838（CK）,全椒,4.6,26.4,473.9,16.6,62.9,128.8,25.5,156.5,123.5,78.9,30.1,4月29日,6月5日,37,8月12日,8月14日,9月18日,142
4856,2014,亿两优818,省院,3.4,30.6,794.7,14.7,48,126,24.9,216.5,177.5,82,27.9,5月4日,6月3日,30,8月19日,8月23日,9月30日,149
4857,2014,亿两优818,凤阳,3,20.1,570,12.9,64.2,113.6,25.8,225.3,180.3,80,28.2,5月5日,6月13日,39,8月24日,8月27日,10月16日,164
4858,2014,亿两优818,芜湖,5.7,24.1,322.8,17,70.5,127.3,27.4,188.7,161.5,85.6,26.8,5月11日,6月10日,30,8月18日,8月21日,9月23日,135
4859,2014,亿两优818,六安,3.2,16.3,409.4,11.5,70.6,125.5,26.9,220.5,192.6,87.3,27.5,5月3日,6月5日,33,8月13日,8月19日,9月25日,145
4860,2014,亿两优818,全椒,4.8,29.2,508.3,15.8,54.1,125.6,26.1,190,141.9,74.7,27.3,4月29日,6月5日,37,8月17日,8月19日,9月18日,142
4861,2014,W两优香2号,省院,3.1,24.3,694.1,16.2,66.5,120,21.7,206.3,155.4,75.3,28.3,5月4日,6月3日,30,8月18日,8月22日,9月29日,148
4862,2014,W两优香2号,凤阳,4.7,20.4,334,12.6,61.8,115.4,23.9,207.8,181.5,87.3,30.1,5月5日,6月13日,39,8月16日,8月20日,10月15日,163
4863,2014,W两优香2号,芜湖,6.9,26.8,288.4,16.2,60.4,121.4,25.3,176.5,142.6,80.8,27.9,5月11日,6月10日,30,8月9日,8月16日,9月24日,136
4864,2014,W两优香2号,六安,3.5,16.7,377.1,10.6,63.5,127.2,26,225.8,192.4,85.2,28.2,5月3日,6月5日,33,8月10日,8月16日,9月23日,143
4865,2014,W两优香2号,全椒,5.2,26.1,401.9,15.3,58.6,134.4,24,199.2,126.5,63.5,27.8,4月29日,6月5日,37,8月11日,8月14日,9月19日,143
4866,2014,N484S/R3108,省院,4.3,30.2,597.9,18.9,62.7,118,23.6,208.2,156.1,75,26.5,5月4日,6月3日,30,8月16日,8月20日,9月28日,147
4867,2014,N484S/R3108,凤阳,4.1,22.4,446.3,14.4,64.3,112.5,23.2,234.8,202.7,86.3,25.2,5月5日,6月13日,39,8月23日,8月26日,10月15日,163
4868,2014,N484S/R3108,芜湖,8.1,30.9,281.5,18.9,61.2,122.7,23.2,177.2,152.6,86.1,25.8,5月11日,6月10日,30,8月14日,8月17日,9月29日,141
4869,2014,N484S/R3108,六安,3.6,19.9,452.8,13.5,67.8,119.6,25.9,211.4,168.7,79.8,26.6,5月3日,6月5日,33,8月13日,8月18日,9月24日,144
4870,2014,N484S/R3108,全椒,6.4,34.4,437.5,14.8,43,128.8,23.7,192.9,149.1,77.3,26,4月29日,6月5日,37,8月15日,8月18日,9月21日,145
4871,2014,C两优260,省院,3.2,30.8,851.4,20.2,65.4,120,24.8,224.3,147.2,65.6,25.9,5月4日,6月3日,30,8月14日,8月18日,9月26日,145
4872,2014,C两优260,凤阳,3.5,21.6,517.1,16.2,75,111.9,23.1,185,173,93.5,26.7,5月5日,6月13日,39,8月17日,8月20日,10月17日,165
4873,2014,C两优260,芜湖,8,31.6,295,19.4,61.4,123.8,22.6,169.1,134.4,79.5,27.2,5月11日,6月10日,30,8月13日,8月17日,9月22日,134
4874,2014,C两优260,六安,3.4,18.1,432.4,13.1,72.4,116,25.2,210.1,160.5,76.4,27.5,5月3日,6月5日,33,8月8日,8月13日,9月21日,141
4875,2014,C两优260,全椒,6.8,37.4,450,18.6,49.7,114.4,23.4,170.2,134.9,79.3,27.2,4月29日,6月5日,37,8月11日,8月13日,9月20日,144
4876,2014,隆两优2010,省院,4,26.3,564.8,13.9,52.6,130,25.4,204.5,179.2,87.6,31.3,5月4日,6月3日,30,8月13日,8月17日,9月25日,144
4877,2014,隆两优2010,凤阳,3,17,466.7,13.6,80,115.9,25.5,190.3,176.5,92.7,29.8,5月5日,6月13日,39,8月18日,8月23日,10月15日,163
4878,2014,隆两优2010,芜湖,7.6,28.3,272.4,17.1,60.4,120.9,26.1,173.8,143.9,82.8,28.6,5月11日,6月10日,30,8月14日,8月17日,9月24日,136
4879,2014,隆两优2010,六安,3.6,18.5,413.9,12,64.9,124.3,27,210,171.4,81.6,29.2,5月3日,6月5日,33,8月8日,8月14日,9月22日,142
4880,2014,隆两优2010,全椒,4.2,25.1,497.6,15.6,62.2,123.8,26,194.4,150.9,77.6,29.5,4月29日,6月5日,37,8月11日,8月14日,9月20日,144
4881,2014,T两优186,省院,5.6,24.5,339.5,16.4,66.8,118,24.9,245.6,188,76.5,28.1,5月4日,6月3日,30,8月9日,8月13日,9月21日,140
4882,2014,T两优186,凤阳,3.9,18.4,371.8,12.1,65.8,112.8,24.5,282.7,206,72.7,27.3,5月5日,6月13日,39,8月10日,8月15日,10月12日,160
4883,2014,T两优186,芜湖,6.4,26.1,307.8,15.6,59.8,122.1,23.2,183.1,145.2,79.3,27.6,5月11日,6月10日,30,8月9日,8月12日,9月18日,130
4884,2014,T两优186,六安,3.5,16.8,380,11.1,66.1,119.3,24.9,256.6,190.2,74.1,27.9,5月3日,6月5日,33,8月6日,8月11日,9月18日,138
4885,2014,T两优186,全椒,6.3,34.8,452.4,14,40.2,121,22.3,201,139,69.2,28.6,4月29日,6月5日,37,8月5日,8月7日,9月10日,134
4886,2014,两优7768,省院,3.1,18.5,502.9,13,70.6,133,25.2,259.2,219.6,84.7,29.1,5月4日,6月3日,30,8月9日,8月13日,9月21日,140
4887,2014,两优7768,凤阳,5.4,24.4,351.9,14.7,60.2,124.3,24.1,223.2,194.1,87,27.4,5月5日,6月13日,39,8月17日,8月19日,10月15日,163
4888,2014,两优7768,芜湖,6.7,26.5,295.5,17.6,66.4,114.6,24.2,188,154.2,82,27,5月11日,6月10日,30,8月11日,8月15日,9月20日,132
4889,2014,两优7768,六安,3.2,17.4,443.8,11,63.2,126.4,24.7,268.6,207.4,77.2,26.8,5月3日,6月5日,33,8月5日,8月9日,9月17日,137
4890,2014,两优7768,全椒,5.5,28.6,421.7,14.5,50.7,127,23.6,218.5,154.9,70.1,26.2,4月29日,6月6日,37,8月9日,8月11日,9月14日,138
4891,2014,惠两优3415,省院,3.6,23.9,562.5,17.2,72.2,130,24.7,246.1,188.9,76.8,26,5月4日,6月3日,30,8月18日,8月22日,9月30日,149
4892,2014,惠两优3415,凤阳,3.1,20.3,554.8,14.6,71.9,128.9,23.3,201.6,160.8,79.8,25,5月5日,6月13日,39,8月22日,8月24日,10月16日,164
4893,2014,惠两优3415,芜湖,5.6,23.3,316.1,15.3,65.7,117.4,24.2,201.6,157.6,78.2,24.7,5月11日,6月10日,30,8月15日,8月18日,9月28日,140
4894,2014,惠两优3415,六安,3.3,19.1,478.8,13.4,70.2,130.8,26.6,233.4,169.7,72.7,25.7,5月3日,6月5日,33,8月11日,8月18日,9月25日,145
4895,2014,惠两优3415,全椒,4.7,26.6,471.7,18.3,68.8,127,24.2,177.9,126.9,71.3,26.4,4月29日,6月6日,37,8月15日,8月19日,9月18日,142
4896,2014,乐丰优1085,省院,2.9,17.8,517.2,12.8,72.1,122,26.8,233,204.4,87.7,31.5,5月4日,6月3日,30,8月7日,8月11日,9月12日,131
4897,2014,乐丰优1085,凤阳,3.6,22.6,527.8,13.6,60.2,121.2,23.4,193.1,175.8,91,29.3,5月5日,6月13日,39,8月11日,8月14日,10月3日,151
4898,2014,乐丰优1085,芜湖,7.1,27.7,290.1,16.8,60.6,120.6,25.3,167.6,140.3,83.7,29.8,5月11日,6月10日,30,8月6日,8月9日,9月13日,125
4899,2014,乐丰优1085,六安,4,19.7,392.5,12.8,65,125.5,26.4,225.2,160.7,71.4,28.5,5月3日,6月5日,33,8月2日,8月6日,9月13日,133
